role,ref_type,ref_name,ref_xmlid,ref_source,view_id,view_name,view_model,button_name_raw,groups_raw,visible
demo_pm,view_object_button,查看进度明细,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_open_progress_entries,1302,project.project.form.sc.core,project.project,action_open_progress_entries,"smart_construction_core.group_sc_cap_cost_user,smart_construction_core.group_sc_cap_cost_manager",0
demo_pm,view_object_button,导入清单,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_open_boq_import,1302,project.project.form.sc.core,project.project,action_open_boq_import,"smart_construction_core.group_sc_cap_cost_user,smart_construction_core.group_sc_cap_cost_manager",0
demo_pm,view_object_button,生成工程结构,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_generate_wbs_from_boq,1302,project.project.form.sc.core,project.project,action_generate_wbs_from_boq,"smart_construction_core.group_sc_cap_cost_user,smart_construction_core.group_sc_cap_cost_manager",0
demo_pm,view_object_button,重建工程量清单层级,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_rebuild_boq_hierarchy,1302,project.project.form.sc.core,project.project,action_rebuild_boq_hierarchy,"smart_construction_core.group_sc_cap_cost_user,smart_construction_core.group_sc_cap_cost_manager",0
demo_pm,view_object_button,校验工程量清单,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_validate_boq,1302,project.project.form.sc.core,project.project,action_validate_boq,"smart_construction_core.group_sc_cap_cost_user,smart_construction_core.group_sc_cap_cost_manager",0
demo_pm,view_object_button,进入下一阶段,smart_construction_core.view_project_overview_form,smart_construction_core.view_project_overview_form:form:action_sc_submit,1336,project.project.form.sc.overview,project.project,action_sc_submit,,1
demo_pm,view_object_button,查看阶段要求,smart_construction_core.view_project_overview_form,smart_construction_core.view_project_overview_form:form:action_view_stage_requirements,1336,project.project.form.sc.overview,project.project,action_view_stage_requirements,,1
demo_pm,view_object_button,查看任务,smart_construction_core.view_project_overview_form,smart_construction_core.view_project_overview_form:form:action_view_my_tasks,1336,project.project.form.sc.overview,project.project,action_view_my_tasks,,1
demo_pm,kanban_object,,project.view_project_kanban,project.view_project_kanban:kanban:action_view_tasks,841,project.project.kanban,project.project,action_view_tasks,,0
demo_pm,kanban_object,,project.view_project_kanban,project.view_project_kanban:kanban:action_get_list_view,841,project.project.kanban,project.project,action_get_list_view,,0
demo_pm,kanban_object,,project.view_project_kanban,project.view_project_kanban:kanban:action_view_tasks_analysis,841,project.project.kanban,project.project,action_view_tasks_analysis,,0
demo_pm,kanban_object,,project.view_project_kanban,project.view_project_kanban:kanban:action_project_task_burndown_chart_report,841,project.project.kanban,project.project,action_project_task_burndown_chart_report,,0
demo_pm,kanban_object,,project.view_project_kanban,project.view_project_kanban:kanban:action_view_tasks,841,project.project.kanban,project.project,action_view_tasks,,0
demo_pm,kanban_object,,project.view_project_kanban,project.view_project_kanban:kanban:action_get_list_view,841,project.project.kanban,project.project,action_get_list_view,project.group_project_milestone,0
demo_pm,view_object_button,View Tasks,project.view_project,project.view_project:tree:action_view_tasks,833,project.project.tree,project.project,action_view_tasks,,0
demo_pm,view_object_button,Create project,project.project_project_view_form_simplified_footer,project.project_project_view_form_simplified_footer:form:action_view_tasks,840,project.project.view.form.simplified,project.project,action_view_tasks,,0
demo_pm,kanban_object,,smart_construction_core.view_project_hide_task_kanban_actions_sc_core,smart_construction_core.view_project_hide_task_kanban_actions_sc_core:kanban:action_view_tasks,1306,project.project.kanban.sc.core.hide.task.actions,project.project,action_view_tasks,smart_construction_core.group_sc_task_entry_access,0
demo_pm,kanban_object,,smart_construction_core.view_project_hide_task_kanban_actions_sc_core,smart_construction_core.view_project_hide_task_kanban_actions_sc_core:kanban:action_view_tasks,1306,project.project.kanban.sc.core.hide.task.actions,project.project,action_view_tasks,smart_construction_core.group_sc_task_entry_access,0
demo_pm,kanban_object,,smart_construction_core.view_project_hide_task_kanban_actions_sc_core,smart_construction_core.view_project_hide_task_kanban_actions_sc_core:kanban:action_view_tasks_analysis,1306,project.project.kanban.sc.core.hide.task.actions,project.project,action_view_tasks_analysis,smart_construction_core.group_sc_task_entry_access,0
demo_pm,kanban_object,,project.project_view_kanban_inherit_project,project.project_view_kanban_inherit_project:kanban:project_update_all_action,846,project.kanban.inherit.project,project.project,project_update_all_action,,0
demo_cost,view_object_button,,project.edit_project,project.edit_project:form:action_view_tasks,831,project.project.form,project.project,action_view_tasks,,0
demo_cost,view_object_button,,project.edit_project,project.edit_project:form:project_update_all_action,831,project.project.form,project.project,project_update_all_action,project.group_project_user,0
demo_cost,view_object_button,预算,smart_construction_core.view_project_form_financial_buttons,smart_construction_core.view_project_form_financial_buttons:form:action_open_project_budgets,1330,project.project.form.financial.buttons,project.project,action_open_project_budgets,"smart_construction_core.group_sc_cap_cost_user,smart_construction_core.group_sc_cap_cost_manager",1
demo_cost,view_object_button,合同,smart_construction_core.view_project_form_financial_buttons,smart_construction_core.view_project_form_financial_buttons:form:action_open_project_contracts,1330,project.project.form.financial.buttons,project.project,action_open_project_contracts,"smart_construction_core.group_sc_cap_contract_user,smart_construction_core.group_sc_cap_contract_manager",0
demo_cost,view_object_button,提交立项,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_sc_submit,1302,project.project.form.sc.core,project.project,action_sc_submit,,1
demo_cost,view_object_button,任务,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_view_tasks,1302,project.project.form.sc.core,project.project,action_view_tasks,"base.group_system,smart_construction_core.group_sc_task_entry_access,smart_construction_core.group_sc_super_admin",0
demo_cost,view_object_button,,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:project_update_all_action,1302,project.project.form.sc.core,project.project,project_update_all_action,"base.group_system,smart_construction_core.group_sc_task_entry_access,smart_construction_core.group_sc_super_admin",0
demo_cost,view_object_button,执行结构,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_open_wbs,1302,project.project.form.sc.core,project.project,action_open_wbs,smart_construction_core.group_sc_cap_project_read,1
demo_cost,view_object_button,工程量清单,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_open_boq_import,1302,project.project.form.sc.core,project.project,action_open_boq_import,"smart_construction_core.group_sc_cap_cost_user,smart_construction_core.group_sc_cap_cost_manager",1
demo_cost,view_object_button,查看台账明细,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_open_cost_ledger,1302,project.project.form.sc.core,project.project,action_open_cost_ledger,"smart_construction_core.group_sc_cap_cost_user,smart_construction_core.group_sc_cap_cost_manager",1
demo_cost,view_object_button,查看进度明细,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_open_progress_entries,1302,project.project.form.sc.core,project.project,action_open_progress_entries,"smart_construction_core.group_sc_cap_cost_user,smart_construction_core.group_sc_cap_cost_manager",1
demo_cost,view_object_button,导入清单,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_open_boq_import,1302,project.project.form.sc.core,project.project,action_open_boq_import,"smart_construction_core.group_sc_cap_cost_user,smart_construction_core.group_sc_cap_cost_manager",1
demo_cost,view_object_button,生成工程结构,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_generate_wbs_from_boq,1302,project.project.form.sc.core,project.project,action_generate_wbs_from_boq,"smart_construction_core.group_sc_cap_cost_user,smart_construction_core.group_sc_cap_cost_manager",1
demo_cost,view_object_button,重建工程量清单层级,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_rebuild_boq_hierarchy,1302,project.project.form.sc.core,project.project,action_rebuild_boq_hierarchy,"smart_construction_core.group_sc_cap_cost_user,smart_construction_core.group_sc_cap_cost_manager",0
demo_cost,view_object_button,校验工程量清单,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_validate_boq,1302,project.project.form.sc.core,project.project,action_validate_boq,"smart_construction_core.group_sc_cap_cost_user,smart_construction_core.group_sc_cap_cost_manager",0
demo_cost,view_object_button,进入下一阶段,smart_construction_core.view_project_overview_form,smart_construction_core.view_project_overview_form:form:action_sc_submit,1336,project.project.form.sc.overview,project.project,action_sc_submit,,1
demo_cost,view_object_button,查看阶段要求,smart_construction_core.view_project_overview_form,smart_construction_core.view_project_overview_form:form:action_view_stage_requirements,1336,project.project.form.sc.overview,project.project,action_view_stage_requirements,,1
demo_cost,view_object_button,查看任务,smart_construction_core.view_project_overview_form,smart_construction_core.view_project_overview_form:form:action_view_my_tasks,1336,project.project.form.sc.overview,project.project,action_view_my_tasks,,1
demo_cost,kanban_object,,project.view_project_kanban,project.view_project_kanban:kanban:action_view_tasks,841,project.project.kanban,project.project,action_view_tasks,,0
demo_cost,kanban_object,,project.view_project_kanban,project.view_project_kanban:kanban:action_get_list_view,841,project.project.kanban,project.project,action_get_list_view,,0
demo_cost,kanban_object,,project.view_project_kanban,project.view_project_kanban:kanban:action_view_tasks_analysis,841,project.project.kanban,project.project,action_view_tasks_analysis,,0
demo_cost,kanban_object,,project.view_project_kanban,project.view_project_kanban:kanban:action_project_task_burndown_chart_report,841,project.project.kanban,project.project,action_project_task_burndown_chart_report,,0
demo_cost,kanban_object,,project.view_project_kanban,project.view_project_kanban:kanban:action_view_tasks,841,project.project.kanban,project.project,action_view_tasks,,0
demo_cost,kanban_object,,project.view_project_kanban,project.view_project_kanban:kanban:action_get_list_view,841,project.project.kanban,project.project,action_get_list_view,project.group_project_milestone,0
demo_cost,view_object_button,View Tasks,project.view_project,project.view_project:tree:action_view_tasks,833,project.project.tree,project.project,action_view_tasks,,0
demo_cost,view_object_button,Create project,project.project_project_view_form_simplified_footer,project.project_project_view_form_simplified_footer:form:action_view_tasks,840,project.project.view.form.simplified,project.project,action_view_tasks,,0
demo_cost,kanban_object,,smart_construction_core.view_project_hide_task_kanban_actions_sc_core,smart_construction_core.view_project_hide_task_kanban_actions_sc_core:kanban:action_view_tasks,1306,project.project.kanban.sc.core.hide.task.actions,project.project,action_view_tasks,smart_construction_core.group_sc_task_entry_access,0
demo_cost,kanban_object,,smart_construction_core.view_project_hide_task_kanban_actions_sc_core,smart_construction_core.view_project_hide_task_kanban_actions_sc_core:kanban:action_view_tasks,1306,project.project.kanban.sc.core.hide.task.actions,project.project,action_view_tasks,smart_construction_core.group_sc_task_entry_access,0
demo_cost,kanban_object,,smart_construction_core.view_project_hide_task_kanban_actions_sc_core,smart_construction_core.view_project_hide_task_kanban_actions_sc_core:kanban:action_view_tasks_analysis,1306,project.project.kanban.sc.core.hide.task.actions,project.project,action_view_tasks_analysis,smart_construction_core.group_sc_task_entry_access,0
demo_cost,kanban_object,,project.project_view_kanban_inherit_project,project.project_view_kanban_inherit_project:kanban:project_update_all_action,846,project.kanban.inherit.project,project.project,project_update_all_action,,0
demo_readonly,view_object_button,,project.edit_project,project.edit_project:form:action_view_tasks,831,project.project.form,project.project,action_view_tasks,,0
demo_readonly,view_object_button,,project.edit_project,project.edit_project:form:project_update_all_action,831,project.project.form,project.project,project_update_all_action,project.group_project_user,0
demo_readonly,view_object_button,预算,smart_construction_core.view_project_form_financial_buttons,smart_construction_core.view_project_form_financial_buttons:form:action_open_project_budgets,1330,project.project.form.financial.buttons,project.project,action_open_project_budgets,"smart_construction_core.group_sc_cap_cost_user,smart_construction_core.group_sc_cap_cost_manager",0
demo_readonly,view_object_button,合同,smart_construction_core.view_project_form_financial_buttons,smart_construction_core.view_project_form_financial_buttons:form:action_open_project_contracts,1330,project.project.form.financial.buttons,project.project,action_open_project_contracts,"smart_construction_core.group_sc_cap_contract_user,smart_construction_core.group_sc_cap_contract_manager",0
demo_readonly,view_object_button,提交立项,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_sc_submit,1302,project.project.form.sc.core,project.project,action_sc_submit,,1
demo_readonly,view_object_button,任务,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_view_tasks,1302,project.project.form.sc.core,project.project,action_view_tasks,"base.group_system,smart_construction_core.group_sc_task_entry_access,smart_construction_core.group_sc_super_admin",0
demo_readonly,view_object_button,,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:project_update_all_action,1302,project.project.form.sc.core,project.project,project_update_all_action,"base.group_system,smart_construction_core.group_sc_task_entry_access,smart_construction_core.group_sc_super_admin",0
demo_readonly,view_object_button,执行结构,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_open_wbs,1302,project.project.form.sc.core,project.project,action_open_wbs,smart_construction_core.group_sc_cap_project_read,1
demo_readonly,view_object_button,工程量清单,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_open_boq_import,1302,project.project.form.sc.core,project.project,action_open_boq_import,"smart_construction_core.group_sc_cap_cost_user,smart_construction_core.group_sc_cap_cost_manager",0
demo_readonly,view_object_button,查看台账明细,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_open_cost_ledger,1302,project.project.form.sc.core,project.project,action_open_cost_ledger,"smart_construction_core.group_sc_cap_cost_user,smart_construction_core.group_sc_cap_cost_manager",0
demo_readonly,view_object_button,查看进度明细,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_open_progress_entries,1302,project.project.form.sc.core,project.project,action_open_progress_entries,"smart_construction_core.group_sc_cap_cost_user,smart_construction_core.group_sc_cap_cost_manager",0
demo_readonly,view_object_button,导入清单,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_open_boq_import,1302,project.project.form.sc.core,project.project,action_open_boq_import,"smart_construction_core.group_sc_cap_cost_user,smart_construction_core.group_sc_cap_cost_manager",0
demo_readonly,view_object_button,生成工程结构,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_generate_wbs_from_boq,1302,project.project.form.sc.core,project.project,action_generate_wbs_from_boq,"smart_construction_core.group_sc_cap_cost_user,smart_construction_core.group_sc_cap_cost_manager",0
demo_readonly,view_object_button,重建工程量清单层级,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_rebuild_boq_hierarchy,1302,project.project.form.sc.core,project.project,action_rebuild_boq_hierarchy,"smart_construction_core.group_sc_cap_cost_user,smart_construction_core.group_sc_cap_cost_manager",0
demo_readonly,view_object_button,校验工程量清单,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_validate_boq,1302,project.project.form.sc.core,project.project,action_validate_boq,"smart_construction_core.group_sc_cap_cost_user,smart_construction_core.group_sc_cap_cost_manager",0
demo_readonly,view_object_button,进入下一阶段,smart_construction_core.view_project_overview_form,smart_construction_core.view_project_overview_form:form:action_sc_submit,1336,project.project.form.sc.overview,project.project,action_sc_submit,,1
demo_readonly,view_object_button,查看阶段要求,smart_construction_core.view_project_overview_form,smart_construction_core.view_project_overview_form:form:action_view_stage_requirements,1336,project.project.form.sc.overview,project.project,action_view_stage_requirements,,1
demo_readonly,view_object_button,查看任务,smart_construction_core.view_project_overview_form,smart_construction_core.view_project_overview_form:form:action_view_my_tasks,1336,project.project.form.sc.overview,project.project,action_view_my_tasks,,1
demo_readonly,kanban_object,,project.view_project_kanban,project.view_project_kanban:kanban:action_view_tasks,841,project.project.kanban,project.project,action_view_tasks,,0
demo_readonly,kanban_object,,project.view_project_kanban,project.view_project_kanban:kanban:action_get_list_view,841,project.project.kanban,project.project,action_get_list_view,,0
demo_readonly,kanban_object,,project.view_project_kanban,project.view_project_kanban:kanban:action_view_tasks_analysis,841,project.project.kanban,project.project,action_view_tasks_analysis,,0
demo_readonly,kanban_object,,project.view_project_kanban,project.view_project_kanban:kanban:action_project_task_burndown_chart_report,841,project.project.kanban,project.project,action_project_task_burndown_chart_report,,0
demo_readonly,kanban_object,,project.view_project_kanban,project.view_project_kanban:kanban:action_view_tasks,841,project.project.kanban,project.project,action_view_tasks,,0
demo_readonly,kanban_object,,project.view_project_kanban,project.view_project_kanban:kanban:action_get_list_view,841,project.project.kanban,project.project,action_get_list_view,project.group_project_milestone,0
demo_readonly,view_object_button,View Tasks,project.view_project,project.view_project:tree:action_view_tasks,833,project.project.tree,project.project,action_view_tasks,,0
demo_readonly,view_object_button,Create project,project.project_project_view_form_simplified_footer,project.project_project_view_form_simplified_footer:form:action_view_tasks,840,project.project.view.form.simplified,project.project,action_view_tasks,,0
demo_readonly,kanban_object,,smart_construction_core.view_project_hide_task_kanban_actions_sc_core,smart_construction_core.view_project_hide_task_kanban_actions_sc_core:kanban:action_view_tasks,1306,project.project.kanban.sc.core.hide.task.actions,project.project,action_view_tasks,smart_construction_core.group_sc_task_entry_access,0
demo_readonly,kanban_object,,smart_construction_core.view_project_hide_task_kanban_actions_sc_core,smart_construction_core.view_project_hide_task_kanban_actions_sc_core:kanban:action_view_tasks,1306,project.project.kanban.sc.core.hide.task.actions,project.project,action_view_tasks,smart_construction_core.group_sc_task_entry_access,0
demo_readonly,kanban_object,,smart_construction_core.view_project_hide_task_kanban_actions_sc_core,smart_construction_core.view_project_hide_task_kanban_actions_sc_core:kanban:action_view_tasks_analysis,1306,project.project.kanban.sc.core.hide.task.actions,project.project,action_view_tasks_analysis,smart_construction_core.group_sc_task_entry_access,0
demo_readonly,kanban_object,,project.project_view_kanban_inherit_project,project.project_view_kanban_inherit_project:kanban:project_update_all_action,846,project.kanban.inherit.project,project.project,project_update_all_action,,0
admin,view_object_button,,project.edit_project,project.edit_project:form:action_view_tasks,831,project.project.form,project.project,action_view_tasks,,1
admin,view_object_button,,project.edit_project,project.edit_project:form:project_update_all_action,831,project.project.form,project.project,project_update_all_action,project.group_project_user,1
admin,view_object_button,预算,smart_construction_core.view_project_form_financial_buttons,smart_construction_core.view_project_form_financial_buttons:form:action_open_project_budgets,1330,project.project.form.financial.buttons,project.project,action_open_project_budgets,"smart_construction_core.group_sc_cap_cost_user,smart_construction_core.group_sc_cap_cost_manager",0
admin,view_object_button,合同,smart_construction_core.view_project_form_financial_buttons,smart_construction_core.view_project_form_financial_buttons:form:action_open_project_contracts,1330,project.project.form.financial.buttons,project.project,action_open_project_contracts,"smart_construction_core.group_sc_cap_contract_user,smart_construction_core.group_sc_cap_contract_manager",0
admin,view_object_button,提交立项,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_sc_submit,1302,project.project.form.sc.core,project.project,action_sc_submit,,1
admin,view_object_button,任务,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_view_tasks,1302,project.project.form.sc.core,project.project,action_view_tasks,"base.group_system,smart_construction_core.group_sc_task_entry_access,smart_construction_core.group_sc_super_admin",1
admin,view_object_button,,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:project_update_all_action,1302,project.project.form.sc.core,project.project,project_update_all_action,"base.group_system,smart_construction_core.group_sc_task_entry_access,smart_construction_core.group_sc_super_admin",1
admin,view_object_button,执行结构,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_open_wbs,1302,project.project.form.sc.core,project.project,action_open_wbs,smart_construction_core.group_sc_cap_project_read,0
admin,view_object_button,工程量清单,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_open_boq_import,1302,project.project.form.sc.core,project.project,action_open_boq_import,"smart_construction_core.group_sc_cap_cost_user,smart_construction_core.group_sc_cap_cost_manager",0
admin,view_object_button,查看台账明细,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_open_cost_ledger,1302,project.project.form.sc.core,project.project,action_open_cost_ledger,"smart_construction_core.group_sc_cap_cost_user,smart_construction_core.group_sc_cap_cost_manager",0
admin,view_object_button,查看进度明细,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_open_progress_entries,1302,project.project.form.sc.core,project.project,action_open_progress_entries,"smart_construction_core.group_sc_cap_cost_user,smart_construction_core.group_sc_cap_cost_manager",0
admin,view_object_button,导入清单,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_open_boq_import,1302,project.project.form.sc.core,project.project,action_open_boq_import,"smart_construction_core.group_sc_cap_cost_user,smart_construction_core.group_sc_cap_cost_manager",0
admin,view_object_button,生成工程结构,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_generate_wbs_from_boq,1302,project.project.form.sc.core,project.project,action_generate_wbs_from_boq,"smart_construction_core.group_sc_cap_cost_user,smart_construction_core.group_sc_cap_cost_manager",0
admin,view_object_button,重建工程量清单层级,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_rebuild_boq_hierarchy,1302,project.project.form.sc.core,project.project,action_rebuild_boq_hierarchy,"smart_construction_core.group_sc_cap_cost_user,smart_construction_core.group_sc_cap_cost_manager",0
admin,view_object_button,校验工程量清单,smart_construction_core.view_project_form_sc_core,smart_construction_core.view_project_form_sc_core:form:action_validate_boq,1302,project.project.form.sc.core,project.project,action_validate_boq,"smart_construction_core.group_sc_cap_cost_user,smart_construction_core.group_sc_cap_cost_manager",0
admin,view_object_button,进入下一阶段,smart_construction_core.view_project_overview_form,smart_construction_core.view_project_overview_form:form:action_sc_submit,1336,project.project.form.sc.overview,project.project,action_sc_submit,,1
admin,view_object_button,查看阶段要求,smart_construction_core.view_project_overview_form,smart_construction_core.view_project_overview_form:form:action_view_stage_requirements,1336,project.project.form.sc.overview,project.project,action_view_stage_requirements,,1
admin,view_object_button,查看任务,smart_construction_core.view_project_overview_form,smart_construction_core.view_project_overview_form:form:action_view_my_tasks,1336,project.project.form.sc.overview,project.project,action_view_my_tasks,,1
admin,kanban_object,,project.view_project_kanban,project.view_project_kanban:kanban:action_view_tasks,841,project.project.kanban,project.project,action_view_tasks,,1
admin,kanban_object,,project.view_project_kanban,project.view_project_kanban:kanban:action_get_list_view,841,project.project.kanban,project.project,action_get_list_view,,0
admin,kanban_object,,project.view_project_kanban,project.view_project_kanban:kanban:action_view_tasks_analysis,841,project.project.kanban,project.project,action_view_tasks_analysis,,1
admin,kanban_object,,project.view_project_kanban,project.view_project_kanban:kanban:action_project_task_burndown_chart_report,841,project.project.kanban,project.project,action_project_task_burndown_chart_report,,1
admin,kanban_object,,project.view_project_kanban,project.view_project_kanban:kanban:action_view_tasks,841,project.project.kanban,project.project,action_view_tasks,,1
admin,kanban_object,,project.view_project_kanban,project.view_project_kanban:kanban:action_get_list_view,841,project.project.kanban,project.project,action_get_list_view,project.group_project_milestone,0
admin,view_object_button,View Tasks,project.view_project,project.view_project:tree:action_view_tasks,833,project.project.tree,project.project,action_view_tasks,,1
admin,view_object_button,Create project,project.project_project_view_form_simplified_footer,project.project_project_view_form_simplified_footer:form:action_view_tasks,840,project.project.view.form.simplified,project.project,action_view_tasks,,1
admin,kanban_object,,smart_construction_core.view_project_hide_task_kanban_actions_sc_core,smart_construction_core.view_project_hide_task_kanban_actions_sc_core:kanban:action_view_tasks,1306,project.project.kanban.sc.core.hide.task.actions,project.project,action_view_tasks,smart_construction_core.group_sc_task_entry_access,1
admin,kanban_object,,smart_construction_core.view_project_hide_task_kanban_actions_sc_core,smart_construction_core.view_project_hide_task_kanban_actions_sc_core:kanban:action_view_tasks,1306,project.project.kanban.sc.core.hide.task.actions,project.project,action_view_tasks,smart_construction_core.group_sc_task_entry_access,1
admin,kanban_object,,smart_construction_core.view_project_hide_task_kanban_actions_sc_core,smart_construction_core.view_project_hide_task_kanban_actions_sc_core:kanban:action_view_tasks_analysis,1306,project.project.kanban.sc.core.hide.task.actions,project.project,action_view_tasks_analysis,smart_construction_core.group_sc_task_entry_access,1
admin,kanban_object,,project.project_view_kanban_inherit_project,project.project_view_kanban_inherit_project:kanban:project_update_all_action,846,project.kanban.inherit.project,project.project,project_update_all_action,,1
