write_design_id,target_model,operation,legacy_contract_id,legacy_project_id,project_id,partner_id,subject,type,legacy_contract_no,legacy_document_no,legacy_external_contract_no,legacy_status,legacy_deleted_flag,legacy_counterparty_text,rollback_key,rollback_key_value,name_policy,tax_policy,state_policy,line_policy,db_write
contract_header_post1000_next200:0011,construction.contract,create_only,c24f6f35fd7b4c689bf63881d4b1ea87,e0db577a23194699b7ea732cc08a2eb7,2774,5846,50万吨年食品级PET高分子新材料项目--110中控室、116办公楼、配套单体精装修劳务工程合同补充协议2,out,DYS2022-116,WBHTGL-20230601-003,1000000939,2,0,四川纹江致远建筑开发工程有限公司,legacy_contract_id,c24f6f35fd7b4c689bf63881d4b1ea87,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0012,construction.contract,create_only,c26c886339714d19bf8e71bc1a44f822,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,水之缘小区户表改造工程,out,DYS2026-19,WBHTGL-20260203-004,17700890216110000,2,0,德阳市供水安装工程队,legacy_contract_id,c26c886339714d19bf8e71bc1a44f822,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0013,construction.contract,create_only,c2bf19099ccc4d29bce9e0f61a92b685,b7f07bc4b72c4cd29b5d1b445b499386,2661,3935,2020年工程学院项目,out,DYS2020-07-04,WBHTGL-20201105-004,1000000280,2,,四川工程职业技术学院,legacy_contract_id,c2bf19099ccc4d29bce9e0f61a92b685,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0014,construction.contract,create_only,c31b9c64656740f5b098b77280edc4f1,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,广日股份数字化示范产业园新建总表工程,out,DYS2022-16-13,WBHTGL-20220507-005,1000000646,2,,德阳市供水安装工程队,legacy_contract_id,c31b9c64656740f5b098b77280edc4f1,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0015,construction.contract,create_only,c326248e6d9b465c980380100af07678,00a4bb196d944fa5a8c56e3bd3f1e448,2107,4394,结算审核报告,out,DYS2024-68-1,WBHTGL-20241205-001,17333704982690000,2,0,德阳市罗江区鄢家镇人民政府,legacy_contract_id,c326248e6d9b465c980380100af07678,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0016,construction.contract,create_only,c33482eda2af4f07a95b9639a208b1b4,2ec0da21560a45959b90a77d12866c51,2260,5799,巴中恩阳临港产业园建设项目-制造业组团项目1-8号厂房消防工程,out,BZS2021-93,WBHTGL-20211028-001,1000000527,2,0,中铁十八局集团有限公司,legacy_contract_id,c33482eda2af4f07a95b9639a208b1b4,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0017,construction.contract,create_only,c33b424c4dcd41448cabaf84ed833d5c,28b43ef4516445d8a54326b977288fba,2239,4962,重庆市璧山区青杠街道山洪沟整治项目,out,CQS2024-98,WBHTGL-20240603-001,17173843596570000,2,0,重庆市璧山区青杠街道农业服务中心,legacy_contract_id,c33b424c4dcd41448cabaf84ed833d5c,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0018,construction.contract,create_only,c36b8ef6562148dd844452e6001e3176,258b21f44ab54667a6829247d381d5a6,2227,5830,竣工结算审核书4344753.97,out,DYS2025-111-1,WBHTGL-20260105-003,17675798599960000,2,0,四川建筑职业技术学院,legacy_contract_id,c36b8ef6562148dd844452e6001e3176,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0019,construction.contract,create_only,c38d01eae5b54c0e9d331483028e7fda,9ebba094a48443a39dd7e1421da8dfbb,2588,3943,得福来酒店 燃气报警系统安装,out,DYS2024-33,WBHTGL-20240125-001,17061756759410000,2,0,四川得福来酒店有限公司,legacy_contract_id,c38d01eae5b54c0e9d331483028e7fda,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0020,construction.contract,create_only,c3a50f0ae8aa41a2a0a59de5470235a7,4ad2dea566464eba8851e0dd675d1583,2344,4156,布拖县（基只乡镇）2016年—2019年安全住房地质隐患应急抢险项目,out,XCS2022-38,WBHTGL-20220428-003,1000000637,2,,布拖县基只乡（镇）人民政府,legacy_contract_id,c3a50f0ae8aa41a2a0a59de5470235a7,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0021,construction.contract,create_only,c3af413a58c54010bf6b4347cfc737ca,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,金秋花园B区直饮机分户工程,out,DYS2024-179,WBHTGL-20240923-029,17270602738250000,2,0,德阳市供水安装工程队,legacy_contract_id,c3af413a58c54010bf6b4347cfc737ca,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0022,construction.contract,create_only,c3d5159c86c1451c83d31581d9c5a9a4,9ebba094a48443a39dd7e1421da8dfbb,2588,4448,德阳光控AI CITY项目地块1火灾报警工程,out,DYS2024-241,WBHTGL-20241114-002,17315497890520000,2,0,德阳特斯联实业有限公司,legacy_contract_id,c3d5159c86c1451c83d31581d9c5a9a4,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0023,construction.contract,create_only,c3da6561efef403eac08796b30c7328b,0e4c810fe22644c399650bca0528898a,2155,5795,2021年中江县辑庆镇尖寨村中药材园区四升五产村相融建设项目,out,DYS2021-107,WBHTGL-20211216-001,1000000564,2,,中江县辑庆镇尖寨村股份经济合作联合社,legacy_contract_id,c3da6561efef403eac08796b30c7328b,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0024,construction.contract,create_only,c3e8298c880e4c548504bc79864e74c7,77f6ddc2d277451f922b7c5177530dde,2474,4313,城隍庙街57号,out,DYS2024-126,WBHTGL-20240812-001,17234472197440000,2,0,德阳市城市管理行政执法局,legacy_contract_id,c3e8298c880e4c548504bc79864e74c7,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0025,construction.contract,create_only,c467d0d8bdcf47ccacd04a424caeb931,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,德阳市杰阳房地产开发有限公司杰阳.天成新建户表工程,out,DYS2024-09,WBHTGL-20240123-002,17059802308770000,2,0,德阳市供水安装工程队,legacy_contract_id,c467d0d8bdcf47ccacd04a424caeb931,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0026,construction.contract,create_only,c4879c1e5ebe47d8b53564cd5f123e85,e1603619f0814d02b4c86bc5c044ea0b,2778,5800,巴中恩阳临港产业园项目-制造业组团项目1-8号厂房、13号厂房、16号厂房防水保温工程,out,BZS2021-110,WBHTGL-20211213-001,1000000561,2,,中铁十八局集团有限公司巴中恩阳临港产业园项目经理部,legacy_contract_id,c4879c1e5ebe47d8b53564cd5f123e85,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0027,construction.contract,create_only,c4b7cd47f97947f0967359ec67541bba,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,四川库伦电气有限公司新建总表工程,out,DYS2022-16-52,WBHTGL-20220726-030,1000000727,2,,德阳市供水安装工程队,legacy_contract_id,c4b7cd47f97947f0967359ec67541bba,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0028,construction.contract,create_only,c4bb68853b084abda2344eef96ba0fd9,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,孝感大道融发雅居1栋直饮机分户工程,out,DYS2024-204,WBHTGL-20240923-055,17270760619970000,2,0,德阳市供水安装工程队,legacy_contract_id,c4bb68853b084abda2344eef96ba0fd9,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0029,construction.contract,create_only,c4bb8c883ed2489a8cea63a9c301ef61,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,旌阳区洋河街269号（御庭苑）直饮机分户工程,out,DYS2024-188,WBHTGL-20240923-038,17270730680440000,2,0,德阳市供水安装工程队,legacy_contract_id,c4bb8c883ed2489a8cea63a9c301ef61,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0030,construction.contract,create_only,c4f5c7e43e6b4df3a596ed3f42455cb4,e292fb92ad184e6d8715c99a89bd2beb,2782,5023,信达国际A栋1、2、3号电梯，D栋1、2号电梯井土建改造工程,out,CQS2022-53,WBHTGL-20220704-001,1000000679,2,,金科智慧服务集团股份有限公司重庆分公司,legacy_contract_id,c4f5c7e43e6b4df3a596ed3f42455cb4,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0031,construction.contract,create_only,c51a6febcbee426fa3f903a4440421c3,290615a7138e49228ce83d02514c1372,2240,5868,鸿图府项目第二期建筑安装工程,out,DYS2021-52,WBHTGL-20210628-005,1000000464,2,,德阳大参林投资有限公司,legacy_contract_id,c51a6febcbee426fa3f903a4440421c3,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0032,construction.contract,create_only,c5402164a82049d5ba48a53903015168,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,黄河村四组谢东分户工程,out,DYS2024-175,WBHTGL-20240923-025,17270593252320000,2,0,德阳市供水安装工程队,legacy_contract_id,c5402164a82049d5ba48a53903015168,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0033,construction.contract,create_only,c573fe2f5ec846498113527532be8e27,b7f07bc4b72c4cd29b5d1b445b499386,2661,3935,医务室外园路铺装及栏杆安装,out,DYS2022-04-05,WBHTGL-20220421-001,1000000629,2,,四川工程职业技术学院,legacy_contract_id,c573fe2f5ec846498113527532be8e27,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0034,construction.contract,create_only,c5815ce8931c4c68919fa351f8a6da83,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,德阳市民政精神卫生福利机构建设项目自来水管网接入工程,out,DYS2024-168,WBHTGL-20240923-018,17270581548250000,2,0,德阳市供水安装工程队,legacy_contract_id,c5815ce8931c4c68919fa351f8a6da83,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0035,construction.contract,create_only,c5b1ecc9b03547e6b422ca75e8b631c8,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,四川硕友餐饮管理有限公司分户工程,out,DYS2022-16-55,WBHTGL-20220726-032,1000000729,2,,德阳市供水安装工程队,legacy_contract_id,c5b1ecc9b03547e6b422ca75e8b631c8,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0036,construction.contract,create_only,c5bbaed67bda4b04a405c9b651887a10,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,德阳市旌阳区高桥小区2栋1单元售水机（分户2）移表工程,out,DYS2024-167,WBHTGL-20240923-016,17270580598720000,2,0,德阳市供水安装工程队,legacy_contract_id,c5bbaed67bda4b04a405c9b651887a10,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0037,construction.contract,create_only,c62c5bebd5ec49999f4193b9187fd7af,1bc8c1acc81d4a47af1318a718bf72db,2197,5892,东河农贸市场场内厕所改造,out,DYS2023-185,WBHTGL-20231205-002,17017595401970000,2,0,德阳经开建设工程有限公司,legacy_contract_id,c62c5bebd5ec49999f4193b9187fd7af,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0038,construction.contract,create_only,c66ecd4cadff4ea9bc576e0976a27e24,422cc4f78b52472eb1b71ad9ff9200c5,2317,4728,疏勒县第二幼儿园消防改造项目,out,XJ2024-149,WBHTGL-20240914-001,17262940792380000,2,0,疏勒县第二幼儿园,legacy_contract_id,c66ecd4cadff4ea9bc576e0976a27e24,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0039,construction.contract,create_only,c71f1c2fcde34078a89dbd2799cbca47,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,德阳市中心城区国有企业三供一业供水职能分离移交改造项目（珠江路以南）,out,DYS2021-01-17,WBHTGL-20210506-005,1000000423,2,,德阳市供水安装工程队,legacy_contract_id,c71f1c2fcde34078a89dbd2799cbca47,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0040,construction.contract,create_only,c72d8749e45f44d280ca2bef7e012257,211a1be6b5ee4d6c830d2cf06378107b,2216,4280,德阳凯州新城检验检测创新产业园建设项目一实验室装修项目,out,DYS2023-25,WBHTGL-20230406-002,1000000908,2,0,德阳市凯州投资开发有限责任公司,legacy_contract_id,c72d8749e45f44d280ca2bef7e012257,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0041,construction.contract,create_only,c7c42cb016784b6ab90be04e1f9d31cd,6b4e37cd90a94055a69de211efdab846,2444,3761,精衡公司新增休息室项目,out,DYS2022-15-9,WBHTGL-20220621-001,1000000675,2,,二重集团(德阳)精衡传动设备有限公司,legacy_contract_id,c7c42cb016784b6ab90be04e1f9d31cd,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0042,construction.contract,create_only,c7eeca91cf9e4c119560d13c13e82fdc,9ebba094a48443a39dd7e1421da8dfbb,2588,4425,思远重工厂区燃气报警系统安装,out,DYS2026-41,WBHTGL-20260312-001,17732980039270000,1,0,德阳思远重工有限公司,legacy_contract_id,c7eeca91cf9e4c119560d13c13e82fdc,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0043,construction.contract,create_only,c7f56b830ca346ceb526e02bb3096df1,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,融发雅居新建户表工程,out,DYS2021-01-09,WBHTGL-20210120-007,1000000356,2,,德阳市供水安装工程队,legacy_contract_id,c7f56b830ca346ceb526e02bb3096df1,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0044,construction.contract,create_only,c863172ad37b45509286bebabd3b4fd6,6b4e37cd90a94055a69de211efdab846,2444,3663,热处理厂-23#炉和33#炉共用水槽水垢清理维修项目,out,DYS2025-17,WBHTGL-20250219-001,17399527425940000,2,0,中国第二重型机械集团德阳万航模锻有限责任公司,legacy_contract_id,c863172ad37b45509286bebabd3b4fd6,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0045,construction.contract,create_only,c87b13e16bec414b990711612320af3b,6b4e37cd90a94055a69de211efdab846,2444,3663,热处理厂实验电炉生产线搬迁,out,DYS2022-51,WBHTGL-20220621-002,1000000676,2,0,中国第二重型机械集团德阳万航模锻有限责任公司,legacy_contract_id,c87b13e16bec414b990711612320af3b,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0046,construction.contract,create_only,c88232e44c58403d9eca6cc44a3bb3e1,6b4e37cd90a94055a69de211efdab846,2444,3761,HCW200镗床基坑刷漆及车间大门修理,out,DYS2021-09-01,WBHTGL-20210113-003,1000000346,2,,二重集团（德阳）精衡传动设备有限公司,legacy_contract_id,c88232e44c58403d9eca6cc44a3bb3e1,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0047,construction.contract,create_only,c8ff356ed519420099465ad700f41833,6b4e37cd90a94055a69de211efdab846,2444,3663,模锻厂24米排水沟整改合同,out,DYS2023-187,WBHTGL-20231208-001,17020178598380000,2,0,中国第二重型机械集团德阳万航模锻有限责任公司,legacy_contract_id,c8ff356ed519420099465ad700f41833,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0048,construction.contract,create_only,c96bfd1e598a4fc88c2df541f150505d,2cd51f2a8f064ef691347e5fee5d83fb,2254,3809,剑阁2019年村道窄路加宽工程圈龙乡太吉村,out,GYS2019-32,WBHTGL-20200303-011,1000000088,2,,剑阁县圈龙乡人民政府,legacy_contract_id,c96bfd1e598a4fc88c2df541f150505d,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0049,construction.contract,create_only,c9eac9e440d84fb8b651f320c288271a,bdaa2a6cd8fc429b89053c278f6ed3b6,2676,5798,53019工程、3644-3、4、3617工程（2022.01.17）,out,53019工程、3644-3、4、3617工程（2022.01.17）,WBHTGL-20220124-003,1000000606,2,,中铁十九局集团有限公司,legacy_contract_id,c9eac9e440d84fb8b651f320c288271a,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0050,construction.contract,create_only,ca08575527b44472b523407e50484b77,bb463f5786a54cbeb158e5a7972e53af,2666,5897,拉萨市柳梧新区污水分流部分区域改造,out,XZQ2021-115,WBHTGL-20211222-004,1000000569,2,,拉萨市柳梧新区管理委员会,legacy_contract_id,ca08575527b44472b523407e50484b77,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0051,construction.contract,create_only,caafc616dd264070a04e5fd183d9e913,dfdd8eb86b064e7f8615d74aa2bc222a,2771,5867,德阳市寿丰河截污干管工程,out,DYS2020-54,WBHTGL-20201211-002,1000000313,2,0,德阳国信建设工程有限公司,legacy_contract_id,caafc616dd264070a04e5fd183d9e913,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0052,construction.contract,create_only,cabf9eeb08164ac699df489b04aeb8ae,9ebba094a48443a39dd7e1421da8dfbb,2588,4215,德阳市广汉印象餐厅燃气报警系统安装,out,DYS2025-90,WBHTGL-20250623-001,17506455167480000,2,0,广汉市悦弘文旅有限责任公司德阳分公司,legacy_contract_id,cabf9eeb08164ac699df489b04aeb8ae,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0053,construction.contract,create_only,cb24e89339d843558eebcf57f74ac3c9,b7f07bc4b72c4cd29b5d1b445b499386,2661,3935,北区垃圾库前道路硬化,out,DYS2020-07-05,WBHTGL-20201105-002,1000000278,2,,四川工程职业技术学院,legacy_contract_id,cb24e89339d843558eebcf57f74ac3c9,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_post1000_next200:0054,construction.contract,create_only,cb3e1bc335ba40128942fd07be731a17,9ebba094a48443a39dd7e1421da8dfbb,2588,4348,德阳市旌阳区市场监督局用气工程,out,DYS2022-39-22,WBHTGL-20221115-001,1000000797,2,,德阳市旌阳区市场监督管理局,legacy_contract_id,cb3e1bc335ba40128942fd07be731a17,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
